FIPS,county,state,total.population.est,age.o65y.per,males.100.females.ratio,edu.o25y.high.school.grad.per,edu.o25y.bacherlor.or.higher.per,housing.units.vacant.per,race.white.per,race.black.per,race.native.american.per,race.asian.per,race.pacific.per,race.other.per,race.latino.per,rel.population.total.members.per,work.laborforce.civilian.is.unemployed.per,work.occupation.management.business.science.arts.per,work.occupation.service.per,work.occupation.sales.office.per,work.occupation.natural.ressources.construction.maintenance.per,work.occupation.production.transportation.per,work.class.of.worker.private.per,work.class.of.worker.gov.per,work.class.of.worker.self.employed.per,income.median.est,income.with.social.security.per,insurance.with.insurance.per,poverty.all.people.per,household.average.family.size.est,disability.is.per,residence.1y.ago.same.county.per,place.of.birth.foreign.per,foreign.born.place.latin.america.per,language.spoken.at.home.english.only.per,geo.density.population.ratio,geo.density.housing.ratio,health.general.practicioner.per.1000.ratio,votes.republicans.per,party.governor,voting.behavior
17085,Jo Daviess County,Illinois,22397,0.234,101,0.382,0.236,0.30,0.95,0.00,0.00,0.00,0.00,0.02,0.03,0.453,0.056,0.266,0.185,0.252,0.127,0.17,0.812,0.104,0.081,53221,0.397,0.931,0.092,2.8,0.119,0.958,0.029,0.308,0.956,37.26,22.59,0.49,0.55,Rep,Dem
17087,Johnson County,Illinois,12829,0.186,130.7,0.314,0.167,0.21,0.86,0.09,0.00,0.00,0.00,0.03,0.03,0.274,0.103,0.306,0.215,0.24,0.124,0.115,0.665,0.269,0.065,42287,0.424,0.908,0.146,3.09,0.181,0.901,0.013,0.512,0.975,37.30,16.20,0.08,0.77,Rep,Dem
17089,Kane County,Illinois,524886,0.113,99,0.235,0.316,0.06,0.58,0.05,0.00,0.04,0.00,0.03,0.31,0.338,0.076,0.337,0.165,0.252,0.077,0.168,0.859,0.103,0.037,70696,0.252,0.88,0.114,3.5,0.081,0.949,0.186,0.731,0.681,1009.28,352.62,0.30,0.42,Rep,Dem
17091,Kankakee County,Illinois,112221,0.145,96.7,0.341,0.188,0.10,0.73,0.15,0.00,0.01,0.00,0.03,0.10,0.384,0.098,0.301,0.183,0.234,0.104,0.178,0.82,0.136,0.042,52110,0.304,0.904,0.161,3.18,0.168,0.954,0.05,0.693,0.912,165.87,66.78,0.26,0.54,Rep,Dem
17093,Kendall County,Illinois,120036,0.078,98.7,0.246,0.349,0.06,0.72,0.06,0.00,0.03,0.00,0.03,0.17,0.247,0.06,0.397,0.131,0.268,0.086,0.118,0.829,0.138,0.031,84385,0.189,0.949,0.055,3.54,0.071,0.929,0.09,0.569,0.827,374.71,127.77,0.25,0.48,Rep,Dem
17095,Knox County,Illinois,52112,0.194,100.8,0.366,0.177,0.11,0.84,0.08,0.00,0.01,0.00,0.03,0.05,0.374,0.074,0.3,0.195,0.236,0.085,0.184,0.816,0.124,0.059,39976,0.369,0.908,0.188,2.88,0.158,0.949,0.026,0.283,0.948,72.74,33.42,0.57,0.49,Rep,Dem
17097,Lake County,Illinois,702898,0.117,99.6,0.213,0.432,0.07,0.64,0.07,0.00,0.07,0.00,0.04,0.21,0.298,0.079,0.419,0.153,0.255,0.06,0.113,0.847,0.105,0.046,78026,0.247,0.9,0.096,3.33,0.082,0.944,0.185,0.496,0.719,1584.28,588.79,0.41,0.37,Rep,Dem
17099,LaSalle County,Illinois,112579,0.171,100.6,0.375,0.162,0.11,0.87,0.02,0.00,0.01,0.00,0.02,0.09,0.427,0.098,0.264,0.202,0.235,0.102,0.197,0.842,0.112,0.044,50633,0.342,0.906,0.132,3.06,0.128,0.956,0.034,0.636,0.931,99.18,43.99,0.34,0.54,Rep,Dem
17101,Lawrence County,Illinois,16665,0.165,149.9,0.343,0.094,0.15,0.72,0.20,0.00,0.00,0.00,0.02,0.06,0.367,0.061,0.304,0.206,0.239,0.077,0.173,0.785,0.132,0.083,40841,0.509,0.907,0.135,2.76,0.205,0.876,0.029,0.836,0.926,44.78,15.91,0.30,0.75,Rep,Dem
17103,Lee County,Illinois,35027,0.171,112.2,0.377,0.173,0.10,0.87,0.05,0.00,0.01,0.00,0.02,0.06,0.395,0.075,0.292,0.202,0.224,0.084,0.197,0.771,0.147,0.079,52379,0.338,0.914,0.111,2.87,0.123,0.928,0.027,0.435,0.946,48.32,20.76,0.67,0.57,Rep,Dem
17105,Livingston County,Illinois,37689,0.166,101.7,0.405,0.152,0.09,0.89,0.05,0.00,0.00,0.00,0.01,0.04,0.471,0.063,0.264,0.181,0.227,0.125,0.204,0.802,0.135,0.063,54254,0.328,0.933,0.116,2.83,0.138,0.931,0.016,0.516,0.955,36.09,15.17,0.39,0.68,Rep,Dem
17107,Logan County,Illinois,29956,0.168,102.9,0.333,0.172,0.09,0.77,0.12,0.00,0.01,0.00,0.12,0.04,0.357,0.078,0.311,0.22,0.239,0.079,0.151,0.75,0.17,0.079,50539,0.345,0.93,0.142,2.64,0.147,0.861,0.016,0.446,0.947,48.47,18.97,0.46,0.67,Rep,Dem
17109,McDonough County,Illinois,32009,0.148,95.7,0.292,0.341,0.16,0.88,0.05,0.00,0.02,0.00,0.04,0.03,0.277,0.094,0.341,0.219,0.242,0.066,0.133,0.658,0.287,0.053,40314,0.284,0.925,0.23,2.9,0.12,0.878,0.039,0.027,0.935,54.31,24.44,0.37,0.53,Rep,Dem
17111,McHenry County,Illinois,307357,0.117,99.2,0.265,0.325,0.06,0.83,0.01,0.00,0.03,0.00,0.03,0.12,0.298,0.08,0.37,0.151,0.271,0.082,0.126,0.848,0.104,0.047,77222,0.25,0.922,0.079,3.24,0.083,0.957,0.097,0.508,0.854,509.57,193.60,0.25,0.51,Rep,Dem
17113,McLean County,Illinois,173114,0.11,94.9,0.257,0.44,0.08,0.80,0.08,0.00,0.05,0.00,0.04,0.05,0.381,0.055,0.422,0.178,0.255,0.058,0.087,0.819,0.139,0.04,62211,0.224,0.94,0.144,3.09,0.091,0.912,0.064,0.229,0.921,146.29,59.91,0.38,0.47,Rep,Dem
17115,Macon County,Illinois,109193,0.173,92,0.346,0.23,0.11,0.77,0.15,0.00,0.01,0.00,0.09,0.02,0.485,0.105,0.319,0.191,0.238,0.092,0.16,0.824,0.125,0.049,47176,0.331,0.912,0.184,2.99,0.144,0.954,0.022,0.288,0.962,188.04,86.78,0.79,0.57,Rep,Dem
17117,Macoupin County,Illinois,46844,0.184,97.9,0.373,0.181,0.12,0.96,0.01,0.00,0.00,0.00,0.03,0.01,0.431,0.096,0.311,0.154,0.246,0.117,0.172,0.793,0.145,0.06,51206,0.368,0.917,0.125,2.92,0.152,0.95,0.007,0.101,0.982,54.29,24.98,0.17,0.65,Rep,Dem
17119,Madison County,Illinois,267356,0.153,95.7,0.323,0.253,0.09,0.86,0.08,0.00,0.01,0.00,0.04,0.03,0.428,0.089,0.339,0.174,0.248,0.089,0.149,0.828,0.13,0.041,53431,0.316,0.92,0.133,3,0.119,0.953,0.023,0.3,0.969,373.62,164.79,0.23,0.55,Rep,Dem
17121,Marion County,Illinois,38665,0.18,95.9,0.354,0.145,0.13,0.92,0.04,0.00,0.01,0.00,0.04,0.02,0.526,0.096,0.271,0.219,0.199,0.086,0.225,0.787,0.154,0.059,42238,0.368,0.895,0.186,2.92,0.18,0.952,0.011,0.464,0.976,67.55,31.79,0.18,0.70,Rep,Dem
17123,Marshall County,Illinois,12173,0.214,97.3,0.403,0.168,0.16,0.95,0.01,0.00,0.00,0.00,0.01,0.03,0.372,0.065,0.282,0.196,0.198,0.118,0.206,0.81,0.106,0.078,53423,0.372,0.936,0.101,2.99,0.124,0.948,0.019,0.363,0.965,31.47,15.28,0.24,0.64,Rep,Dem
17125,Mason County,Illinois,14126,0.201,98.1,0.413,0.141,0.13,0.97,0.01,0.00,0.00,0.00,0.02,0.01,0.292,0.095,0.289,0.176,0.216,0.128,0.191,0.741,0.162,0.097,41567,0.375,0.916,0.151,2.8,0.158,0.94,0.009,0.246,0.978,26.20,13.04,0.20,0.63,Rep,Dem
17127,Massac County,Illinois,15016,0.198,93.2,0.317,0.148,0.16,0.89,0.06,0.00,0.00,0.00,0.04,0.03,0.578,0.088,0.288,0.214,0.209,0.12,0.169,0.803,0.141,0.054,40977,0.418,0.89,0.183,3.17,0.212,0.956,0.01,0.49,0.982,63.30,29.92,0.26,0.73,Rep,Dem
17129,Menard County,Illinois,12611,0.173,95.4,0.372,0.232,0.09,0.96,0.01,0.00,0.00,0.00,0.02,0.01,0.300,0.057,0.354,0.183,0.242,0.12,0.1,0.71,0.232,0.056,60486,0.339,0.944,0.113,2.93,0.126,0.95,0.006,0.095,0.986,40.11,17.97,0.63,0.66,Rep,Dem
17131,Mercer County,Illinois,16107,0.2,98.5,0.419,0.157,0.10,0.96,0.00,0.00,0.00,0.00,0.02,0.02,0.340,0.062,0.296,0.134,0.239,0.131,0.201,0.797,0.119,0.083,54757,0.345,0.948,0.094,2.88,0.126,0.965,0.009,0.284,0.984,28.70,13.11,0.12,0.57,Rep,Dem
17133,Monroe County,Illinois,33539,0.154,96.3,0.337,0.275,0.07,0.97,0.00,0.00,0.01,0.00,0.02,0.02,0.450,0.052,0.372,0.151,0.272,0.097,0.108,0.833,0.12,0.046,70859,0.318,0.954,0.05,3.03,0.1,0.941,0.015,0.128,0.976,87.11,35.53,0.33,0.66,Rep,Dem
17135,Montgomery County,Illinois,29348,0.182,108.6,0.417,0.129,0.14,0.88,0.09,0.00,0.00,0.00,0.02,0.02,0.454,0.054,0.324,0.203,0.24,0.094,0.138,0.749,0.171,0.079,46966,0.371,0.941,0.148,2.53,0.138,0.868,0.012,0.265,0.978,41.71,18.13,0.66,0.67,Rep,Dem
17137,Morgan County,Illinois,35129,0.179,102.3,0.414,0.223,0.11,0.89,0.06,0.00,0.01,0.00,0.04,0.02,0.474,0.083,0.32,0.19,0.23,0.089,0.172,0.76,0.168,0.07,45978,0.338,0.92,0.143,2.8,0.139,0.91,0.019,0.284,0.971,61.76,27.16,0.39,0.62,Rep,Dem
17139,Moultrie County,Illinois,14927,0.186,95.7,0.369,0.157,0.08,0.97,0.00,0.00,0.00,0.00,0.02,0.01,0.455,0.049,0.281,0.162,0.225,0.086,0.245,0.817,0.101,0.08,49681,0.333,0.876,0.133,3,0.113,0.958,0.012,0.381,0.927,44.43,18.83,0.40,0.72,Rep,Dem
17141,Ogle County,Illinois,52397,0.169,99.3,0.337,0.198,0.08,0.88,0.01,0.00,0.00,0.00,0.03,0.09,0.364,0.08,0.313,0.163,0.207,0.098,0.218,0.798,0.145,0.056,54849,0.343,0.918,0.106,3.05,0.119,0.953,0.057,0.763,0.921,69.07,29.77,0.54,0.60,Rep,Dem
17143,Peoria County,Illinois,187112,0.146,94,0.286,0.291,0.09,0.71,0.17,0.00,0.04,0.00,0.06,0.04,0.434,0.087,0.381,0.185,0.247,0.071,0.116,0.858,0.104,0.037,51147,0.297,0.915,0.172,3.03,0.112,0.942,0.054,0.27,0.916,302.18,134.81,0.82,0.46,Rep,Dem
17145,Perry County,Illinois,21810,0.167,113,0.383,0.134,0.15,0.86,0.09,0.00,0.00,0.00,0.04,0.02,0.465,0.08,0.247,0.21,0.189,0.151,0.204,0.757,0.182,0.057,42478,0.378,0.907,0.172,3.18,0.157,0.935,0.016,0.344,0.979,49.37,21.40,0.72,0.70,Rep,Dem
17147,Piatt County,Illinois,16495,0.178,98.2,0.347,0.275,0.09,0.97,0.00,0.00,0.00,0.00,0.03,0.01,0.409,0.063,0.359,0.15,0.241,0.118,0.132,0.712,0.206,0.08,66261,0.323,0.947,0.062,2.9,0.103,0.943,0.007,0.469,0.983,37.56,16.67,0.42,0.63,Rep,Dem
17149,Pike County,Illinois,16144,0.197,99.5,0.43,0.152,0.16,0.96,0.01,0.01,0.00,0.00,0.02,0.01,0.477,0.056,0.256,0.198,0.207,0.144,0.195,0.742,0.17,0.083,40588,0.354,0.897,0.137,2.92,0.157,0.946,0.006,0.301,0.979,19.42,9.55,0.37,0.77,Rep,Dem
17151,Pope County,Illinois,4331,0.234,107.3,0.323,0.152,0.40,0.93,0.04,0.00,0.00,0.00,0.02,0.02,0.360,0.1,0.217,0.236,0.201,0.135,0.211,0.748,0.18,0.065,39223,0.525,0.932,0.15,3.27,0.214,0.933,0.01,0,0.977,11.74,7.19,0.00,0.79,Rep,Dem
17153,Pulaski County,Illinois,5871,0.195,95.5,0.355,0.116,0.26,0.64,0.32,0.00,0.00,0.00,0.04,0.02,0.635,0.162,0.259,0.267,0.202,0.104,0.167,0.714,0.225,0.06,31980,0.471,0.9,0.202,3.42,0.243,0.972,0.011,0.127,0.984,29.48,15.76,0.00,0.64,Rep,Dem
17155,Putnam County,Illinois,5822,0.193,102.2,0.427,0.125,0.21,0.93,0.00,0.00,0.00,0.00,0.03,0.05,0.257,0.099,0.288,0.175,0.198,0.136,0.203,0.792,0.135,0.071,56358,0.371,0.915,0.12,2.83,0.123,0.942,0.026,0.453,0.951,36.35,19.39,0.17,0.57,Rep,Dem
17157,Randolph County,Illinois,33069,0.172,118,0.424,0.12,0.14,0.86,0.10,0.00,0.00,0.00,0.02,0.03,0.578,0.067,0.246,0.204,0.193,0.121,0.236,0.79,0.153,0.054,48158,0.358,0.92,0.129,3.04,0.156,0.946,0.012,0.574,0.973,57.46,23.91,0.54,0.71,Rep,Dem
17159,Richland County,Illinois,16127,0.195,98.8,0.333,0.209,0.13,0.96,0.00,0.00,0.00,0.00,0.03,0.01,0.455,0.054,0.277,0.168,0.229,0.104,0.222,0.796,0.142,0.061,44127,0.393,0.912,0.151,3.03,0.168,0.949,0.013,0.391,0.966,44.80,20.81,0.25,0.75,Rep,Dem
17161,Rock Island County,Illinois,147161,0.172,96.9,0.318,0.22,0.08,0.74,0.09,0.00,0.02,0.00,0.05,0.12,0.442,0.079,0.295,0.189,0.239,0.084,0.193,0.828,0.129,0.041,48817,0.325,0.911,0.149,3.01,0.13,0.952,0.08,0.443,0.874,344.12,153.85,0.37,0.43,Rep,Dem
17163,St. Clair County,Illinois,267029,0.135,93.1,0.281,0.26,0.13,0.63,0.30,0.00,0.01,0.00,0.05,0.04,0.415,0.089,0.347,0.195,0.247,0.081,0.13,0.798,0.161,0.04,49895,0.296,0.9,0.182,3.22,0.126,0.952,0.027,0.333,0.954,405.97,179.32,0.65,0.45,Rep,Dem
17165,Saline County,Illinois,24783,0.189,94.4,0.331,0.14,0.15,0.92,0.04,0.00,0.01,0.00,0.04,0.02,0.504,0.13,0.231,0.241,0.234,0.152,0.141,0.768,0.159,0.07,38258,0.402,0.895,0.23,2.97,0.212,0.952,0.012,0.363,0.984,65.25,30.66,0.88,0.73,Rep,Dem
17167,Sangamon County,Illinois,199016,0.151,92.4,0.281,0.334,0.08,0.81,0.12,0.00,0.02,0.00,0.05,0.02,0.459,0.079,0.412,0.181,0.251,0.07,0.086,0.71,0.242,0.046,56167,0.297,0.927,0.156,2.97,0.138,0.948,0.032,0.166,0.951,229.20,104.15,0.74,0.52,Rep,Dem
17169,Schuyler County,Illinois,7311,0.19,114,0.39,0.159,0.13,0.94,0.05,0.00,0.00,0.00,0.02,0.00,0.247,0.053,0.275,0.186,0.257,0.111,0.171,0.688,0.21,0.1,47723,0.366,0.828,0.193,2.62,0.164,0.966,0.013,0.156,0.982,16.72,7.87,0.13,0.67,Rep,Dem
17171,Scott County,Illinois,5198,0.185,94.8,0.494,0.119,0.13,0.97,0.00,0.00,0.00,0.00,0.02,0.01,0.448,0.094,0.279,0.153,0.231,0.119,0.218,0.769,0.147,0.082,47222,0.341,0.916,0.142,2.9,0.117,0.937,0.004,0.348,0.988,20.72,9.70,0.00,0.76,Rep,Dem
17173,Shelby County,Illinois,22115,0.201,99.2,0.455,0.149,0.13,0.98,0.01,0.00,0.00,0.00,0.01,0.01,0.522,0.062,0.276,0.181,0.203,0.122,0.217,0.824,0.102,0.075,47850,0.367,0.914,0.112,2.89,0.129,0.955,0.004,0.098,0.989,29.16,13.78,0.31,0.75,Rep,Dem
17175,Stark County,Illinois,5859,0.234,97.4,0.388,0.176,0.10,0.97,0.01,0.00,0.01,0.00,0.02,0.01,0.307,0.077,0.355,0.185,0.199,0.109,0.152,0.772,0.126,0.09,50085,0.392,0.916,0.119,2.93,0.165,0.97,0.008,0.041,0.979,20.34,9.24,0.33,0.66,Rep,Dem
17177,Stephenson County,Illinois,46625,0.202,93.8,0.353,0.181,0.12,0.84,0.09,0.00,0.01,0.00,0.05,0.03,0.405,0.099,0.291,0.176,0.231,0.101,0.201,0.808,0.104,0.087,45331,0.363,0.918,0.15,2.95,0.143,0.957,0.02,0.238,0.964,82.59,38.89,0.29,0.56,Rep,Dem
17179,Tazewell County,Illinois,135697,0.165,97.5,0.331,0.25,0.06,0.94,0.01,0.00,0.01,0.00,0.02,0.02,0.434,0.055,0.355,0.167,0.242,0.08,0.156,0.846,0.107,0.047,58194,0.308,0.93,0.087,2.96,0.11,0.952,0.02,0.231,0.97,209.10,89.31,0.44,0.61,Rep,Dem
17181,Union County,Illinois,17551,0.194,99.3,0.31,0.217,0.15,0.92,0.01,0.00,0.00,0.00,0.03,0.05,0.519,0.07,0.316,0.205,0.192,0.133,0.154,0.689,0.238,0.065,42606,0.399,0.9,0.172,3.1,0.175,0.953,0.028,0.729,0.941,42.45,19.14,0.67,0.68,Rep,Dem
17183,Vermilion County,Illinois,80368,0.171,98.6,0.406,0.138,0.13,0.79,0.14,0.00,0.01,0.00,0.02,0.05,0.417,0.107,0.257,0.203,0.216,0.093,0.231,0.789,0.152,0.057,42977,0.365,0.903,0.188,3.08,0.154,0.961,0.022,0.566,0.956,89.46,40.18,0.42,0.62,Rep,Dem
17185,Wabash County,Illinois,11652,0.186,95.3,0.322,0.156,0.12,0.95,0.01,0.00,0.01,0.00,0.02,0.02,0.560,0.087,0.265,0.199,0.175,0.132,0.229,0.81,0.129,0.061,47491,0.353,0.924,0.125,2.94,0.178,0.968,0.022,0.325,0.982,52.19,24.81,0.33,0.75,Rep,Dem
17187,Warren County,Illinois,17701,0.179,94.5,0.35,0.209,0.11,0.86,0.03,0.00,0.02,0.00,0.01,0.09,0.434,0.092,0.294,0.209,0.2,0.093,0.204,0.795,0.121,0.082,43699,0.374,0.919,0.15,2.99,0.128,0.947,0.063,0.604,0.897,32.63,14.18,0.34,0.55,Rep,Dem
17189,Washington County,Illinois,14457,0.18,100.4,0.35,0.209,0.12,0.96,0.01,0.00,0.00,0.00,0.02,0.02,0.549,0.055,0.316,0.159,0.188,0.123,0.214,0.797,0.126,0.07,53202,0.337,0.929,0.129,2.99,0.124,0.956,0.01,0.511,0.975,25.70,11.69,0.20,0.75,Rep,Dem
17191,Wayne County,Illinois,16555,0.198,98.2,0.344,0.138,0.11,0.97,0.01,0.00,0.01,0.00,0.02,0.01,0.407,0.053,0.266,0.151,0.214,0.134,0.235,0.772,0.137,0.091,44993,0.366,0.915,0.145,2.86,0.167,0.96,0.01,0.099,0.979,23.19,11.07,0.36,0.84,Rep,Dem
17193,White County,Illinois,14464,0.215,93.9,0.351,0.136,0.13,0.97,0.00,0.00,0.00,0.00,0.02,0.01,0.537,0.088,0.256,0.18,0.217,0.156,0.192,0.775,0.122,0.101,44648,0.392,0.913,0.136,2.81,0.191,0.95,0.014,0.462,0.986,29.23,14.41,0.34,0.77,Rep,Dem
17195,Whiteside County,Illinois,57525,0.185,96.9,0.35,0.169,0.09,0.85,0.02,0.00,0.01,0.00,0.02,0.12,0.460,0.081,0.269,0.185,0.237,0.095,0.214,0.814,0.134,0.049,47401,0.373,0.914,0.12,2.96,0.151,0.97,0.031,0.623,0.933,84.07,37.63,0.43,0.50,Rep,Dem
17197,Will County,Illinois,683995,0.107,98.6,0.27,0.331,0.07,0.66,0.11,0.00,0.05,0.00,0.04,0.16,0.385,0.078,0.364,0.158,0.253,0.086,0.139,0.852,0.116,0.031,76101,0.247,0.92,0.079,3.52,0.086,0.958,0.121,0.477,0.799,817.29,285.85,0.30,0.45,Rep,Dem
17199,Williamson County,Illinois,67121,0.173,98.6,0.304,0.21,0.13,0.91,0.04,0.00,0.01,0.00,0.03,0.02,0.445,0.07,0.311,0.221,0.251,0.099,0.117,0.74,0.211,0.049,44453,0.36,0.91,0.15,2.96,0.158,0.946,0.021,0.33,0.968,159.75,73.04,0.59,0.68,Rep,Dem
17201,Winnebago County,Illinois,290439,0.151,95.4,0.333,0.219,0.09,0.71,0.12,0.00,0.02,0.00,0.04,0.12,0.391,0.115,0.303,0.176,0.243,0.074,0.203,0.85,0.104,0.045,48225,0.316,0.897,0.168,3.09,0.132,0.961,0.08,0.508,0.868,565.76,244.90,0.61,0.48,Rep,Dem
17203,Woodford County,Illinois,39106,0.157,98.1,0.327,0.284,0.06,0.96,0.01,0.00,0.01,0.00,0.02,0.02,0.416,0.059,0.371,0.175,0.226,0.089,0.14,0.833,0.106,0.06,65852,0.315,0.942,0.082,3.12,0.096,0.942,0.011,0.17,0.978,74.09,29.04,0.41,0.68,Rep,Dem
18001,Adams County,Indiana,34642,0.143,97.5,0.441,0.15,0.07,0.94,0.01,0.00,0.00,0.00,0.01,0.04,0.510,0.062,0.265,0.151,0.195,0.131,0.257,0.806,0.101,0.087,48188,0.321,0.762,0.163,3.42,0.127,0.967,0.008,0.264,0.83,102.18,38.58,0.35,0.74,Rep,Rep
18003,Allen County,Indiana,363453,0.128,95.2,0.294,0.27,0.09,0.75,0.11,0.00,0.03,0.00,0.06,0.07,0.437,0.08,0.344,0.167,0.239,0.074,0.177,0.864,0.091,0.044,49092,0.278,0.862,0.158,3.16,0.118,0.962,0.064,0.399,0.9,552.94,234.08,0.61,0.57,Rep,Rep
18005,Bartholomew County,Indiana,79488,0.147,98.9,0.343,0.294,0.09,0.85,0.02,0.00,0.05,0.00,0.03,0.06,0.376,0.054,0.39,0.153,0.197,0.068,0.192,0.878,0.076,0.045,55050,0.308,0.886,0.128,3.12,0.122,0.927,0.085,0.348,0.896,195.35,82.14,0.57,0.64,Rep,Rep
18007,Benton County,Indiana,8752,0.161,99.6,0.452,0.169,0.12,0.93,0.01,0.00,0.00,0.00,0.02,0.05,0.584,0.053,0.266,0.143,0.217,0.15,0.225,0.736,0.171,0.085,47046,0.346,0.86,0.137,3.1,0.182,0.879,0.024,0.725,0.949,21.53,9.61,0.00,0.71,Rep,Rep
18009,Blackford County,Indiana,12476,0.195,97.4,0.495,0.101,0.13,0.96,0.01,0.00,0.00,0.00,0.03,0.01,0.318,0.098,0.21,0.158,0.208,0.079,0.345,0.851,0.104,0.043,38190,0.42,0.852,0.14,2.78,0.209,0.955,0.009,0.347,0.983,75.58,36.39,0.47,0.69,Rep,Rep
18011,Boone County,Indiana,60511,0.125,98.3,0.267,0.427,0.07,0.92,0.01,0.00,0.02,0.00,0.03,0.03,0.384,0.037,0.451,0.131,0.216,0.077,0.126,0.84,0.099,0.06,67552,0.251,0.922,0.058,3.07,0.097,0.932,0.036,0.152,0.956,143.08,58.09,1.04,0.61,Rep,Rep
18013,Brown County,Indiana,15011,0.202,100.4,0.379,0.223,0.28,0.96,0.00,0.00,0.00,0.00,0.03,0.01,0.371,0.062,0.335,0.224,0.174,0.111,0.156,0.819,0.109,0.069,54615,0.404,0.865,0.126,2.94,0.117,0.959,0.015,0.181,0.987,48.12,27.18,0.46,0.63,Rep,Rep
18015,Carroll County,Indiana,20014,0.174,98.8,0.413,0.171,0.18,0.94,0.00,0.00,0.00,0.00,0.02,0.04,0.298,0.082,0.249,0.16,0.228,0.12,0.243,0.786,0.128,0.085,52005,0.354,0.855,0.108,3.05,0.153,0.928,0.027,0.729,0.953,53.77,25.40,0.35,0.73,Rep,Rep
18017,Cass County,Indiana,38476,0.159,100.1,0.408,0.142,0.11,0.82,0.01,0.00,0.01,0.00,0.03,0.14,0.376,0.087,0.251,0.188,0.182,0.091,0.288,0.82,0.133,0.045,42290,0.345,0.843,0.156,3.17,0.143,0.951,0.093,0.816,0.856,93.35,39.73,0.36,0.69,Rep,Rep
18019,Clark County,Indiana,113181,0.138,96.4,0.34,0.201,0.12,0.84,0.07,0.00,0.01,0.00,0.05,0.05,0.312,0.068,0.296,0.166,0.266,0.081,0.192,0.858,0.104,0.037,51699,0.325,0.874,0.108,3.22,0.152,0.949,0.033,0.654,0.952,303.55,130.41,0.21,0.59,Rep,Rep
18021,Clay County,Indiana,26686,0.16,96.1,0.449,0.151,0.12,0.97,0.00,0.00,0.00,0.00,0.03,0.01,0.374,0.078,0.267,0.183,0.225,0.099,0.226,0.784,0.154,0.061,47602,0.37,0.88,0.145,3,0.172,0.954,0.003,0.246,0.987,74.64,32.70,0.45,0.76,Rep,Rep
18023,Clinton County,Indiana,32835,0.153,97,0.456,0.151,0.12,0.84,0.01,0.00,0.00,0.00,0.01,0.14,0.364,0.073,0.228,0.125,0.198,0.1,0.349,0.875,0.075,0.049,48478,0.33,0.863,0.141,3.34,0.132,0.962,0.062,0.908,0.869,81.06,32.72,0.30,0.72,Rep,Rep
18025,Crawford County,Indiana,10591,0.167,102,0.497,0.097,0.25,0.96,0.00,0.01,0.00,0.00,0.02,0.01,0.212,0.066,0.229,0.185,0.208,0.095,0.283,0.778,0.153,0.07,38695,0.375,0.904,0.207,3.14,0.214,0.948,0.004,0.211,0.988,34.65,17.86,0.09,0.66,Rep,Rep
18027,Daviess County,Indiana,32411,0.143,100.3,0.372,0.137,0.08,0.93,0.01,0.00,0.00,0.00,0.01,0.04,0.414,0.054,0.245,0.156,0.178,0.172,0.25,0.795,0.137,0.063,47342,0.324,0.789,0.132,3.37,0.135,0.967,0.023,0.749,0.84,75.46,29.02,0.41,0.80,Rep,Rep
18029,Dearborn County,Indiana,49679,0.146,99.4,0.396,0.195,0.08,0.96,0.01,0.00,0.01,0.00,0.01,0.01,0.393,0.081,0.296,0.183,0.227,0.113,0.181,0.852,0.095,0.05,58680,0.317,0.91,0.093,3.1,0.119,0.949,0.013,0.156,0.978,162.87,66.32,0.26,0.76,Rep,Rep
18031,Decatur County,Indiana,26240,0.153,98,0.453,0.162,0.10,0.95,0.01,0.00,0.01,0.00,0.02,0.02,0.361,0.063,0.278,0.149,0.18,0.101,0.292,0.872,0.089,0.038,49799,0.323,0.87,0.142,3.04,0.14,0.948,0.022,0.308,0.96,70.43,30.11,0.35,0.77,Rep,Rep
18033,DeKalb County,Indiana,42449,0.143,99.1,0.406,0.17,0.08,0.95,0.00,0.00,0.00,0.00,0.03,0.03,0.326,0.075,0.268,0.141,0.215,0.087,0.289,0.873,0.085,0.039,48341,0.342,0.864,0.146,3.12,0.169,0.946,0.013,0.446,0.967,117.00,48.52,0.71,0.72,Rep,Rep
18035,Delaware County,Indiana,117335,0.156,92.2,0.355,0.232,0.13,0.87,0.06,0.00,0.01,0.00,0.07,0.02,0.294,0.101,0.308,0.23,0.237,0.074,0.152,0.792,0.161,0.046,38830,0.34,0.877,0.22,2.93,0.167,0.898,0.021,0.236,0.967,299.23,133.50,0.73,0.54,Rep,Rep
18037,Dubois County,Indiana,42291,0.155,99.7,0.419,0.187,0.08,0.92,0.00,0.00,0.01,0.00,0.01,0.07,0.543,0.033,0.296,0.139,0.223,0.084,0.258,0.871,0.084,0.044,53513,0.313,0.925,0.098,3.07,0.097,0.961,0.047,0.85,0.924,98.98,41.05,0.48,0.67,Rep,Rep
18039,Elkhart County,Indiana,200685,0.13,97.7,0.369,0.181,0.10,0.76,0.06,0.00,0.01,0.00,0.04,0.15,0.334,0.074,0.242,0.152,0.218,0.076,0.312,0.875,0.077,0.046,47913,0.297,0.809,0.161,3.29,0.133,0.963,0.083,0.782,0.809,433.29,168.15,0.50,0.64,Rep,Rep
